company,category,title,subtitle,link,year,month,day,excerpt,keywords_title,keywords_excerpt,myKeywords
uber,mobile,"Engineering Scalable, Isolated Mobile Features with Plugins at Uber",No subtitle,https://eng.uber.com/plugins/,2017,8,2,"Uber Engineering shares our best practices for working with plugins, a powerful tool that enables us to build and ship features quickly at scale.","isolated mobile features, engineering scalable","uber engineering shares, ship features quickly",
uber,mobile,Driver Profiles: How Uber Engineering Celebrates Drivers,No subtitle,https://eng.uber.com/driver-profiles/,2017,8,1,"Uber Engineering built a new microservice to power Driver Profiles, an in-app platform that enhances the Uber experience by celebrating drivers.","uber engineering celebrates drivers, driver profiles","power driver profiles, uber engineering built",
uber,mobile,Building m.uber: Engineering a High-Performance Web App for the Global Market,No subtitle,https://eng.uber.com/m-uber/,2017,6,27,"In this article, we discuss how Uber Engineering designed m.uber, a lightweight web app that delivers a native app experience for riders on mobile browsers.","performance web app, global market","native app experience, lightweight web app",
uber,mobile,How Uber Engineering Verifies Data at Runtime with the Annotations You Already Use,No subtitle,https://eng.uber.com/rave/,2017,5,26,"In 2016, Uber Engineering built and open sourced RAVE, a data model validation framework for Android that leverages Java annotation processing to protect against crashes caused by invalid data.","uber engineering verifies data, already use","leverages java annotation processing, data model validation framework",
uber,mobile,Demystifying RxJava Backpressure on Android at Uber Engineering,No subtitle,https://eng.uber.com/rxjava-backpressure/,2017,5,18,"In this article, Uber Engineering shares our best practices for relieving RxJava backpressure on Android through targeted operators, more forgiving RxJava 1.x configurations, and RxJava 2.x.","demystifying rxjava backpressure, uber engineering","uber engineering shares, relieving rxjava backpressure",
uber,mobile,Engineering Signature Rendering on iOS with UberSignature,No subtitle,https://eng.uber.com/ubersignature/,2017,5,16,"In this article, we outline how Uber Engineering developed UberSignature, a new feature that allows iOS users to draw and store touchscreen signatures on the UberRUSH app.","engineering signature rendering, ubersignature","uber engineering developed ubersignature, store touchscreen signatures",
uber,mobile,The Journey To Android Monorepo: The History Of Uber Engineering's Android Codebase Organization,No subtitle,https://eng.uber.com/android-monorepo/,2017,5,11,"The monorepo codebase powering Uber Engineering's Android rider app is architected to scale for growth while supporting the IDE, reducing build times, and stabilizing the master during integrations.","android codebase organization, android monorepo","monorepo codebase powering uber engineering, reducing build times",
uber,mobile,Redesigning Uber Engineering's Mobile Content Delivery Ecosystem,No subtitle,https://eng.uber.com/mobile-content-delivery/,2017,5,2,How Uber Engineering re-architected the content delivery feed and backend ecosystem of our new driver app to deliver an enhanced user experience.,"mobile content delivery ecosystem, redesigning uber engineering","new driver app, enhanced user experience",
uber,mobile,Engineering Stability in Migrations: Moving to Immutable Collections in Uber's Android Apps,No subtitle,https://eng.uber.com/immutable-collections/,2017,4,25,Uber Engineering built a custom stack that generates AutoValue models using immutable collections to stably migrate Android apps at scale.,"immutable collections, engineering stability","generates autovalue models using immutable collections, stably migrate android apps",
uber,mobile,Powering UberEATS with React Native and Uber Engineering,No subtitle,https://eng.uber.com/ubereats-react-native/,2017,3,28,A recipe for success: how Uber Engineering used React Native to optimize UberEATS' Restaurant Dashboard app for mobile.,"uber engineering, react native","uber engineering used react native, restaurant dashboard app",
uber,mobile,Rewriting Uber Engineering's Android Rider App with Deep Scope Hierarchies,No subtitle,https://eng.uber.com/deep-scope-hierarchies/,2017,3,22,"Although an untraditional choice for building mobile architectures, deep scope hierarchies are a key component of Uber's new Android rider app that enable the quick and seamless rollout of new features.","rewriting uber engineering, deep scope hierarchies","new android rider app, deep scope hierarchies",
uber,mobile,Faster Together: Uber Engineering's iOS Monorepo,No subtitle,https://eng.uber.com/ios-monorepo/,2017,3,6,The Uber Engineering mobile team migrates to a monorepo that uses Buck to test and deploy iOS and Android code faster and more efficiently than ever before.,"uber engineering, ios monorepo","uber engineering mobile team migrates, android code faster",
uber,mobile,"Introducing Ohana, Uber Engineering's iOS Contacts Library",No subtitle,https://eng.uber.com/ohana/,2017,1,19,"Meet Uber Engineering's Ohana. Meaning family in Hawaiian, Ohana is an open sourced, iOS framework for retrieving and formatting contact information.","ios contacts library, uber engineering","meet uber engineering, formatting contact information",
uber,mobile,Making an Impact for Drivers as an Uber Engineering Intern,No subtitle,https://eng.uber.com/driver-growth-intern/,2016,7,12,"What's it like to be an Uber intern? Here's one such experience, making an impact for drivers as an Android developer on Uber Engineering's driver growth team.","uber engineering intern, making","driver growth team, uber intern",
uber,mobile,Octopus to the Rescue: the Fascinating World of Inter-App Communications at Uber Engineering,No subtitle,https://eng.uber.com/rescued-by-octopus/,2015,8,4,"Two months ago we saw our platform-agnostic test runner, called Octopus, spring to life to get our mobile builds on the move.","uber engineering, fascinating world","two months ago, agnostic test runner",
uber,open-source,Announcing the Uber Open Summit Sofia 2019,No subtitle,https://eng.uber.com/uber-open-summit-sofia-2019/,2019,3,15,"The next Uber Open Summit, where we present our latest and most impactful open source projects, will be in Sofia, Bulgaria on April 20, 2019.","uber open summit sofia 2019, announcing","next uber open summit, impactful open source projects",
uber,open-source,"Introducing Kraken, an Open Source Peer-to-Peer Docker Registry",No subtitle,https://eng.uber.com/introducing-kraken/,2019,3,5,"Developed by Uber, Kraken is an open source peer-to-peer Docker registry capable of distributing terabytes of data in seconds.","peer docker registry, open source peer","peer docker registry capable, open source peer",
uber,open-source,"Creating Custom Plugins with Fusion.js, Uber's Open Source Web Framework",No subtitle,https://eng.uber.com/creating-custom-plugins-with-fusionjs/,2019,2,22,"In addition to providing official plugins, Fusion.js enables developers to build and integrate their own plugins by leveraging dependency injection.","open source web framework, creating custom plugins","leveraging dependency injection, js enables developers",
uber,open-source,Pyro Accepted by the LF Deep Learning Foundation as a Hosted Project,No subtitle,https://eng.uber.com/pyro-lf-deep-learning-foundation/,2019,2,21,"Created by Uber in 2017, Pyro was voted in by the Linux Foundation Deep Learning Technical Board as the latest incubation project to join its foundation.","lf deep learning foundation, pyro accepted","linux foundation deep learning technical board, latest incubation project",
uber,open-source,"Introducing AVS, an Open Standard for Autonomous Vehicle Visualization from Uber",No subtitle,https://eng.uber.com/avs-autonomous-vehicle-visualization/,2019,2,19,"Uber announces the release of the Autonomous Visualization System (AVS) as an open source project. AVS is a standard for creating a visual environment based on sensor data from autonomous vehicles, with playback available in multiple formats, including the web and video.","autonomous vehicle visualization, open standard","visual environment based, open source project",Visualization 
uber,open-source,"Introducing AresDB: Uber's GPU-Powered Open Source, Real-time Analytics Engine",No subtitle,https://eng.uber.com/aresdb/,2019,1,29,"AresDB, Uber's open source real-time analytics engine, leverages GPUs to enable real-time computation and data processing in parallel.","time analytics engine, powered open source","time analytics engine, open source real",
uber,open-source,Year in Review: 2018 Highlights from Uber Open Source,No subtitle,https://eng.uber.com/uber-open-source-2018/,2018,12,19,"Brian Hsieh, Uber's Open Source program lead, reflects on open source accomplishments, project launches, and collaborations in 2018.","uber open source, 2018 highlights","open source program lead, open source accomplishments",
uber,open-source,Horovod Joins the LF Deep Learning Foundation as its Newest Project,No subtitle,https://eng.uber.com/horovod-deep-learning-foundation/,2018,12,13,"Horovod, Uber's distributed training framework, joins the LF Deep Learning Foundation to help advance open source innovation in AI, ML, and deep learning.","lf deep learning foundation, newest project","help advance open source innovation, lf deep learning foundation",
uber,open-source,"Introducing Makisu: Uber's Fast, Reliable Docker Image Builder for Apache Mesos and Kubernetes",No subtitle,https://eng.uber.com/makisu/,2018,12,6,"Uber built Makisu, our open source Docker image builder, to enable the quick, reliable generation of Dockerfiles in Mesos and Kubernetes ecosystems.","reliable docker image builder, introducing makisu","open source docker image builder, uber built makisu",
uber,open-source,Uber Joins the Linux Foundation's OpenChain Project as a Platinum Member,No subtitle,https://eng.uber.com/uber-openchain/,2018,12,6,"As part of the OpenChain Project's governing board, Uber will help create best practices and define standards for open source software compliance.","uber joins, platinum member","open source software compliance, help create best practices",
uber,open-source,Preview 7 Open Source Projects from the Uber Open Summit,No subtitle,https://eng.uber.com/uber-open-source-overview-2018/,2018,10,24,"Uber open source projects leads give updates on seven of our projects, all of which will be showcased at the upcoming Uber Open Summit 2018.","preview 7 open source projects, uber open summit","uber open source projects leads give updates, upcoming uber open summit 2018",
uber,open-source,Announcing Uber Open Summit 2018: Collaboration at Scale,No subtitle,https://eng.uber.com/uber-open-2018/,2018,10,2,"Keynote speakers include Jim Zemlin, executive director of the Linux Foundation, and Zoubin Ghahramani, chief scientist at Uber AI Labs.","announcing uber open summit 2018, scale","keynote speakers include jim zemlin, uber ai labs",
uber,open-source,Marmaray: An Open Source Generic Data Ingestion and Dispersal Framework and Library for Apache Hadoop,No subtitle,https://eng.uber.com/marmaray-hadoop-ingestion-open-source/,2018,9,12,"Today we introduce Marmaray, an open source framework allowing data ingestion and dispersal for Apache Hadoop, realizing our vision of any-sync-to-any-source functionality, including data format validation.","open source generic data ingestion, dispersal framework","open source framework allowing data ingestion, including data format validation",
uber,open-source,Introducing Fusion.js: A Plugin-based Universal Web Framework,No subtitle,https://eng.uber.com/fusionjs/,2018,8,1,"Fusion.js, Uber's new open source web framework, supports modern features and integrations that make it easy to build lightweight, high-performing apps for the web.","based universal web framework, introducing fusion","new open source web framework, supports modern features",
uber,open-source,H3: Uber's Hexagonal Hierarchical Spatial Index,No subtitle,https://eng.uber.com/h3/,2018,6,27,"Uber developed H3, our open source grid system for optimizing ride pricing and dispatch, to make geospatial data visualization and exploration easier and more efficient.","hexagonal hierarchical spatial index, uber","open source grid system, make geospatial data visualization",Visualization 
uber,open-source,"From Beautiful Maps to Actionable Insights: Introducing kepler.gl, Uber's Open Source Geospatial Toolbox",No subtitle,https://eng.uber.com/keplergl/,2018,5,29,"Created by Uber's Visualization team, kepler.gl is an open source data agnostic, high-performance web-based application for large-scale geospatial visualizations.","open source geospatial toolbox, introducing kepler","open source data agnostic, scale geospatial visualizations",Visualization 
uber,open-source,Growing the Data Visualization Community with deck.gl v5,No subtitle,https://eng.uber.com/deckgl-v5/,2018,5,25,"deck.gl v5 incorporates simplified APIs, scripting support, and framework agnosticism, making the popular open source data visualization software more accessible than ever before.","data visualization community, gl v5","popular open source data visualization software, gl v5 incorporates simplified apis",Visualization 
uber,open-source,"Queryparser, an Open Source Tool for Parsing and Analyzing SQL",No subtitle,https://eng.uber.com/queryparser/,2018,3,1,"Written in Haskell, Queryparser is Uber Engineering's open source tool for parsing and analyzing SQL queries that makes it easy to identify foreign-key relationships in large data warehouses.","open source tool, analyzing sql","open source tool, large data warehouses",
uber,open-source,"Uber AI Labs Open Sources Pyro, a Deep Probabilistic Programming Language",No subtitle,https://eng.uber.com/pyro/,2017,11,3,Pyro is an open source probabilistic programming language that unites modern deep learning with Bayesian modeling for a tool-first approach to AI.,"uber ai labs open sources pyro, deep probabilistic programming language","open source probabilistic programming language, unites modern deep learning",
uber,open-source,Meet Horovod: Uber's Open Source Distributed Deep Learning Framework for TensorFlow,No subtitle,https://eng.uber.com/horovod/,2017,10,17,"Uber Engineering introduces Horovod, an open source framework that makes it faster and easier to train deep learning models with TensorFlow.","open source distributed deep learning framework, meet horovod","uber engineering introduces horovod, train deep learning models",
uber,open-source,Presenting the Engineering Behind Uber at Our Technology Day,No subtitle,https://eng.uber.com/uber-technology-day/,2017,4,7,"A daylong event at Uber's Palo Alto office, sponsored by our LadyEng group, showcased the technical work across Uber Engineering as well as the people who are leading and building these projects. Here are some of the resulting presentations.","engineering behind uber, technology day","technical work across uber engineering, palo alto office",
uber,open-source,Open Sourcing deck.gl 4.0: Uber Engineering's Framework for Advanced Data Visualization,No subtitle,https://eng.uber.com/deck-gl-4-0/,2017,4,6,"Uber Engineering debuts deck.gl 4.0, the latest version of our open source data visualization framework featuring enhanced geospatial exploration, a re-architected codebase, and more comprehensive documentation.","open sourcing deck, advanced data visualization","open source data visualization framework featuring enhanced geospatial exploration, uber engineering debuts deck",Visualization 
uber,data,DBEvents: A Standardized Framework for Efficiently Ingesting Data into Uber's Apache Hadoop Data Lake,No subtitle,https://eng.uber.com/dbevents-ingestion-framework/,2019,3,14,"Uber engineers discuss the development of DBEvents, a change data capture system designed for high data quality and freshness that is capable of operating on a global scale.","apache hadoop data lake, efficiently ingesting data","change data capture system designed, high data quality",
uber,data,How Uber Leverages Applied Behavioral Science at Scale,No subtitle,https://eng.uber.com/applied-behavioral-science-at-scale/,2019,1,28,Uber Labs utilizes insights and methodologies from behavioral science to build programs and products that are intuitive and enjoyable for users on our platform.,"uber leverages applied behavioral science, scale","uber labs utilizes insights, build programs",
uber,data,Women in Data Science at Uber: Moving the World With Data,No subtitle,https://eng.uber.com/women-in-data-science/,2018,12,28,"During an October 2018 meetup, members of our Women in Statistics, Data, Optimization, and Machine Learning (WiSDOM) group presented on their technical work at Uber.","data science, data","october 2018 meetup, technical work",
uber,data,Four Ways Uber Visualization Made an Impact in 2018,No subtitle,https://eng.uber.com/uber-visualization-2018/,2018,12,18,Uber's Head of Urban Computing & Visualization reflects on his team's work visualizing data to better understand urban mobility in 2018—and beyond.,"four ways uber visualization made, impact","better understand urban mobility, work visualizing data",Visualization 
uber,data,Sessionizing Uber Trips in Real Time,No subtitle,https://eng.uber.com/sessionizing-data/,2018,12,4,"Uber's many data flows required modeling the data associated with a specific task, such as a rider trip, into a state machine. The state machine lets engineers focus on just the events needed to successfully accomplish a trip.","sessionizing uber trips, real time","many data flows required modeling, state machine lets engineers focus",
uber,data,Analyzing Experiment Outcomes: Beyond Average Treatment Effects,No subtitle,https://eng.uber.com/analyzing-experiment-outcomes/,2018,11,7,Quantile treatment effects (QTEs) enable our data scientists to capture the inherent heterogeneity in treatment effects when riders and drivers interact within the Uber marketplace.,"beyond average treatment effects, analyzing experiment outcomes","drivers interact within, quantile treatment effects",
uber,data,Uber Expands Advanced Visualization Ecosystem with Mapbox Integration,No subtitle,https://eng.uber.com/uber-visualization-mapbox/,2018,10,16,Uber Visualization announces partnership with Mapbox to enhance our data visualization tools and grow our open source community.,"uber expands advanced visualization ecosystem, mapbox integration","uber visualization announces partnership, data visualization tools",Visualization 
uber,data,Under the Hood of Uber's Experimentation Platform,No subtitle,https://eng.uber.com/xp/,2018,8,28,"Uber's experimentation platform empowers us to improve the customer experience by allowing teams to launch, debug, measure, and monitor product changes.","experimentation platform, uber","experimentation platform empowers us, monitor product changes",
uber,data,M4 Forecasting Competition: Introducing a New Hybrid ES-RNN Model,No subtitle,https://eng.uber.com/m4-forecasting-competition/,2018,6,25,"With a solid margin, Uber senior data scientist Slawek Smyl won the M4 Competition with his hybrid Exponential Smoothing-Recurrent Neural Networks (ES-RNN) forecasting method.","new hybrid es, m4 forecasting competition","uber senior data scientist slawek smyl, recurrent neural networks",
uber,data,Mediation Modeling at Uber: Understanding Why Product Changes Work (and Don't Work),No subtitle,https://eng.uber.com/mediation-modeling/,2018,4,18,"Uber Labs leverages mediation modeling to better understand the relationship between product updates and their outcomes, leading to improved customer experiences on our platform.","product changes work, mediation modeling","uber labs leverages mediation modeling, improved customer experiences",
uber,data,Implementing Model-Agnosticism in Uber's Real-Time Anomaly Detection Platform,No subtitle,https://eng.uber.com/anomaly-detection/,2018,2,14,"Uber Engineering extended our anomaly detection platform's ability to integrate new forecast models, allowing this critical on-call service to scale to meet more complex use cases.","time anomaly detection platform, implementing model","integrate new forecast models, uber engineering extended",
uber,data,Welcoming the Era of Deep Neuroevolution,No subtitle,https://eng.uber.com/deep-neuroevolution/,2017,12,18,"By leveraging neuroevolution to train deep neural networks, Uber AI Labs is developing solutions to solve reinforcement learning problems.","deep neuroevolution, welcoming","train deep neural networks, solve reinforcement learning problems",
uber,data,Gleaning Insights from Uber's Partner Activity Matrix with Genomic Biclustering and Machine Learning,No subtitle,https://eng.uber.com/activity-matrix/,2017,12,7,Uber Engineering's partner activity matrix leverages biclustering and machine learning to better understand the diversity of user experiences on our driver app.,"partner activity matrix, machine learning","partner activity matrix leverages biclustering, user experiences",
uber,data,Engineering More Reliable Transportation with Machine Learning and AI at Uber,No subtitle,https://eng.uber.com/machine-learning/,2017,11,10,"In this article, we highlight how Uber leverages machine learning and artificial intelligence to tackle engineering challenges at scale.","reliable transportation, machine learning","uber leverages machine learning, tackle engineering challenges",
uber,data,Turbocharging Analytics at Uber with our Data Science Workbench,No subtitle,https://eng.uber.com/dsw/,2017,10,31,Uber Engineering's data science workbench (DSW) is an all-in-one toolbox that leverages aggregate data for interactive analytics and machine learning.,"data science workbench, turbocharging analytics","leverages aggregate data, data science workbench",
uber,data,"Engineering Restaurant Manager, our UberEATS Analytics Dashboard",No subtitle,https://eng.uber.com/restaurant-manager/,2017,9,26,"The UberEATS Restaurant Manager gives restaurant partners insight into their business by measuring customer satisfaction, sales, and service quality.","ubereats analytics dashboard, engineering restaurant manager","ubereats restaurant manager gives restaurant partners insight, measuring customer satisfaction",
uber,data,Engineering Uncertainty Estimation in Neural Networks for Time Series Prediction at Uber,No subtitle,https://eng.uber.com/neural-networks-uncertainty-estimation/,2017,9,6,Uber Engineering introduces a new Bayesian neural network architecture that more accurately forecasts time series predictions and uncertainty estimations.,"time series prediction, engineering uncertainty estimation","new bayesian neural network architecture, accurately forecasts time series predictions",
uber,data,Meet Michelangelo: Uber's Machine Learning Platform,No subtitle,https://eng.uber.com/michelangelo/,2017,9,5,"Uber Engineering introduces Michelangelo, our machine learning-as-a-service system that enables teams to easily build, deploy, and operate ML solutions at scale.","machine learning platform, meet michelangelo","uber engineering introduces michelangelo, operate ml solutions",
uber,data,Uber's Ride with the Sun: Tracking the 2017 Solar Eclipse,No subtitle,https://eng.uber.com/solar-eclipse/,2017,8,31,"Uber Engineering's Data Visualization team uses their deck.gl and Voyager visualization platforms to map rider behavior during the August 21, 2017 solar eclipse.","2017 solar eclipse, uber","data visualization team uses, voyager visualization platforms",Visualization 
uber,data,Engineering Uber's Self-Driving Car Visualization Platform for the Web,No subtitle,https://eng.uber.com/atg-dataviz/,2017,8,28,Uber Engineering's Data Visualization Team and ATG built a new web-based platform that helps engineers and operators better understand information collected during testing of its self-driving vehicles.,"driving car visualization platform, engineering uber","operators better understand information collected, data visualization team",Visualization 
uber,data,Engineering Data Analytics with Presto and Apache Parquet at Uber,No subtitle,https://eng.uber.com/presto/,2017,7,11,"Snap your fingers and presto! How Uber Engineering built a fast, efficient data analytics system with Presto and Parquet.","engineering data analytics, apache parquet","efficient data analytics system, uber engineering built",
uber,data,Engineering Extreme Event Forecasting at Uber with Recurrent Neural Networks,No subtitle,https://eng.uber.com/neural-networks/,2017,6,9,Recurrent neural networks equip Uber Engineering's new forecasting model to more accurately predict rider demand during extreme events.,"engineering extreme event forecasting, recurrent neural networks","recurrent neural networks equip uber engineering, accurately predict rider demand",
uber,data,Building an Intelligent Experimentation Platform with Uber Engineering,No subtitle,https://eng.uber.com/experimentation-platform/,2017,5,4,"Composed of a staged rollout and intelligent analytics tool, Uber Engineering's experimentation platform is capable of stably deploying new features at scale across our apps. In this article, we discuss the challenges and opportunities we faced when building this product.","intelligent experimentation platform, uber engineering","stably deploying new features, intelligent analytics tool",
uber,data,How Uber Engineering Increases Safe Driving with Telematics,No subtitle,https://eng.uber.com/telematics/,2016,6,29,The engineering behind how Uber's Driving Safety team is using telematics to raise awareness of driving patterns to our partners.,"uber engineering increases safe driving, telematics","driving safety team, driving patterns",
uber,data,Engineering Intelligence Through Data Visualization at Uber,No subtitle,https://eng.uber.com/data-viz-intel/,2016,5,3,The data visualization team in Uber Engineering delivers intelligence through crafting visual exploratory data analysis tools. Here's what some of these visualizations look like.,"engineering intelligence, data visualization","crafting visual exploratory data analysis tools, uber engineering delivers intelligence",Visualization 
uber,data,"Streamific, the Ingestion Service for Hadoop Big Data at Uber Engineering",No subtitle,https://eng.uber.com/streamific/,2016,3,29,"Here we look at Hadoop data ingestion, and how Uber Engineering streams diverse data into a cohesive layer for querying in near real-time using our in-house developed Streamific.","hadoop big data, uber engineering","uber engineering streams diverse data, hadoop data ingestion",
uber,data,"Identifying Outages with Argos, Uber Engineering's Real-Time Monitoring and Root-Cause Exploration Tool",No subtitle,https://eng.uber.com/argos/,2015,11,24,"The story of Argos: How Uber Engineering provides highly accurate, real-time alerts on millions of system and business metrics in Uber's fast-paced environment.","cause exploration tool, uber engineering","uber engineering provides highly accurate, time alerts",
uber,data,ETA Phone Home: How Uber Engineers an Efficient Route,No subtitle,https://eng.uber.com/engineering-an-efficient-route/,2015,11,3,"How the Uber Map Services Team thought about building our most advanced Routing Engine to date, improving ETAs and powering products like uberPOOL.","eta phone home, uber engineers","uber map services team thought, powering products like uberpool",Map 
uber,data,Engineer Q&A: Doing Data Science at Uber Engineering,No subtitle,https://eng.uber.com/emi-data-science-q-a/,2015,9,22,"This week, Emi Wang dishes out data knowledge on what she's been up to at Uber since she joined in September 2012.","uber engineering, engineer q","emi wang dishes, uber since",
uber,data,The Pulse of a City: How People Move Using Uber Engineering,No subtitle,https://eng.uber.com/pulse-of-a-city/,2015,8,18,"When do people most frequently request rides? Using Uber Data in 2014, we see how cities around the world have different rhythms of movement. Here's the pulse of New York City, London, Los Angeles, San Francisco, Chicago and Miami.","people move using uber engineering, pulse","using uber data, new york city",
lyft,data,Running Apache Airflow At Lyft,No subtitle,https://eng.lyft.com/running-apache-airflow-at-lyft-6e53bb8fccff?source=---------0---------------------,2018,12,20,"By Tao Feng, Andrew Stahlman, and Junda Yang","running apache airflow, lyft","tao feng, junda yang",
lyft,data,How to deal with the seasonality of a market?,No subtitle,https://eng.lyft.com/how-to-deal-with-the-seasonality-of-a-market-584cc94d6b75?source=---------0---------------------,2018,11,15,At Lyft we want to ensure that in the next few weeks there will be enough.,"seasonality, market","weeks, want",
lyft,data,Growing Scientists into Manager Roles,No subtitle,https://eng.lyft.com/growing-scientists-into-manager-roles-ce846e5eaf7b?source=---------1---------------------,2018,11,14,The following is an adaptation of an invited post that I recently published on the blog of.,"manager roles, growing scientists","recently published, invited post",
lyft,data,Empowering personalized marketing with machine learning,No subtitle,https://eng.lyft.com/empowering-personalized-marketing-with-machine-learning-fd36e6bdeca6?source=---------2---------------------,2018,11,8,No excerpt,"empowering personalized marketing, machine learning",excerpt,
lyft,data,Fingerprinting fraudulent behavior,Using neural networks to gobble up the trail of breadcrumbs left by.,https://eng.lyft.com/fingerprinting-fraudulent-behavior-6663d0264fad?source=---------3---------------------,2018,7,25,No excerpt,fingerprinting fraudulent behavior,excerpt,
lyft,data,From shallow to deep learning in fraud,A Research Scientist's journey through hand-coded regressors.,https://eng.lyft.com/from-shallow-to-deep-learning-in-fraud-9dafcbcef743?source=---------4---------------------,2018,7,10,No excerpt,"deep learning, shallow",excerpt,
lyft,data,What's in a name?,The semantics of Science at Lyft,https://eng.lyft.com/whats-in-a-name-ce42f419d16c?source=---------5---------------------,2018,4,18,No excerpt,name,excerpt,
lyft,data,Interactions in fraud experiments: A case study in multivariable testing,No subtitle,https://eng.lyft.com/interactions-in-fraud-experiments-a-case-study-in-multivariable-testing-e0525b11751?source=---------6---------------------,2017,10,6,No excerpt,"multivariable testing, fraud experiments",excerpt,
lyft,data,Build Your Data Science Team Like a Swiss Army Knife,No subtitle,https://eng.lyft.com/build-your-data-science-team-like-a-swiss-army-knife-2331551c3590?source=---------7---------------------,2017,8,25,"Though far from a reality in many fields, it is now widely accepted that building a diverse team will make your organization more successful. Many insightful articles and research studies have driven this point home, focusing on diversity.","data science team like, swiss army knife","many insightful articles, many fields",
lyft,data,"Ramblings on Experimentation Pitfalls, Part 1.",No subtitle,https://eng.lyft.com/ramblings-on-experimentation-pitfalls-dd554ff87c0e?source=---------8---------------------,2017,5,20,No excerpt,"part 1, experimentation pitfalls",excerpt,
lyft,data,Experimentation in a Ridesharing Marketplace,No subtitle,https://eng.lyft.com/experimentation-in-a-ridesharing-marketplace-f75a9c4fcf01?source=---------9---------------------,2016,12,16,"This is the final installment in a three-part story on strategies for A/B testing in Lyft's unique two-sided marketplace. In Part 1 we introduced interference bias, explained.","ridesharing marketplace, experimentation","introduced interference bias, unique two",
lyft,general-engineering,The Challenges Behind Rolling Out Security Updates To Your Docker Images,No subtitle,https://eng.lyft.com/the-challenges-behind-rolling-out-security-updates-to-your-docker-images-86106de47ece?source=---------1---------------------,2018,10,23,No excerpt,"challenges behind rolling, security updates",excerpt,
lyft,general-engineering,Interviewing Tips for Android Engineers,No subtitle,https://eng.lyft.com/interviewing-tips-for-android-engineers-f01ce7fba163?source=---------4---------------------,2017,12,22,Lyft is committed to building some of the most exciting and innovative products for our.,"interviewing tips, android engineers","innovative products, lyft",
lyft,general-engineering,Lyft Android Tech Talks — Fall 2017,No subtitle,https://eng.lyft.com/lyft-android-tech-talks-fall-2017-8fc6501ca161?source=---------5---------------------,2017,12,22,"Pierce Johnson, Ryan Tempas, and I recently spoke at our Android Happy Hours as well as Droidcon.",lyft android tech talks — fall 2017,"android happy hours, ryan tempas",
lyft,general-engineering,Stopping fraudsters by changing products,No subtitle,https://eng.lyft.com/stopping-fraudsters-by-changing-products-452240f2d2cc?source=---------6---------------------,2017,12,15,Lyft's whole app experience is geared towards getting new users from the App Store or the.,"stopping fraudsters, changing products","geared towards getting new users, whole app experience",
lyft,general-engineering,Announcing cni-ipvlan-vpc-k8s: IPvlan overlay-free Kubernetes Networking in AWS,Lyft is pleased to.,https://eng.lyft.com/announcing-cni-ipvlan-vpc-k8s-ipvlan-overlay-free-kubernetes-networking-in-aws-95191201476e?source=---------7---------------------,2017,12,5,No excerpt,"free kubernetes networking, announcing cni",excerpt,
lyft,general-engineering,Save Money & Offer a Better Experience — It Can Be Done,No subtitle,https://eng.lyft.com/save-money-offer-a-better-experience-it-can-be-done-2f3cdbc66c42?source=---------8---------------------,2017,11,15,No excerpt,"better experience —, save money",excerpt,
lyft,general-engineering,How to Write Awesome Tech Specs,Tech specs have more utility than most engineers realize.,https://eng.lyft.com/awesome-tech-specs-86eea8e45bb9?source=---------9---------------------,2017,10,27,No excerpt,write awesome tech specs,excerpt,
lyft,mobile,Android Happy Hour @ Lyft HQ,No subtitle,https://eng.lyft.com/android-happy-hour-lyft-hq-4dbff58c2f7c?source=---------1---------------------,2017,10,10,No excerpt,"android happy hour, lyft hq",excerpt,
lyft,mobile,Keeping Lyft Accessible,No subtitle,https://eng.lyft.com/keeping-lyft-accessible-53155f0098b9?source=---------2---------------------,2017,1,18,Keeping the Lyft iOS app Accessible,keeping lyft accessible,"lyft ios app accessible, keeping",
lyft,mobile,Freezing Time,No subtitle,https://eng.lyft.com/freezing-time-6ebe8ffe3321?source=---------3---------------------,2016,9,10,No excerpt,freezing time,excerpt,
lyft,mobile,Building single activity apps using Scoop,No subtitle,https://eng.lyft.com/building-single-activity-apps-using-scoop-763d4271b41?source=---------4---------------------,2016,5,4,"More than a year ago, the Android team at Lyft transitioned from using Fragments to.",building single activity apps using scoop,"year ago, using fragments",
lyft,mobile,Using Mapper to parse JSON in Swift,No subtitle,https://eng.lyft.com/using-mapper-to-parse-json-in-swift-7788d5c57d74?source=---------5---------------------,2015,12,2,"Today we're excited to release Mapper, Lyft's first of many open source libraries for iOS written in Swift.","using mapper, parse json","many open source libraries, release mapper",Map 
lyft,mobile,Scissors: an image cropping library for Android,No subtitle,https://eng.lyft.com/scissors-an-image-cropping-library-for-android-a56369154a19?source=---------6---------------------,2015,11,25,No excerpt,"image cropping library, scissors",excerpt,
lyft,product,"Meet Sravanthi, one of the PMs behind Lyft's new rider app!",No subtitle,https://eng.lyft.com/meet-sravanthi-one-of-the-pms-behind-lyfts-new-rider-app-9bc61abeee31?source=---------0---------------------,2019,3,7,No excerpt,"pms behind lyft, new rider app",excerpt,
lyft,product,What I learned about cross-functional collaboration from being a PM at Lyft,No subtitle,https://eng.lyft.com/what-i-learned-about-cross-functional-collaboration-from-being-a-pm-at-lyft-9bfb77c747ab?source=---------1---------------------,2019,1,30,No excerpt,"functional collaboration, pm",excerpt,
